MISSION ELAPSED TIME (min),Rx(km)[J2000-EARTH],Ry(km)[J2000-EARTH],Rz(km)[J2000-EARTH],Vx(km/s)[J2000-EARTH],Vy(km/s)[J2000-EARTH],Vz(km/s)[J2000-EARTH],MASS (kg),EARTH Rx(km)[J2000-EARTH],EARTH Ry(km)[J2000-EARTH],EARTH Rz(km)[J2000-EARTH],EARTH Vx(km/s)[J2000-EARTH],EARTH Vy(km/s)[J2000-EARTH],EARTH Vz(km/s)[J2000-EARTH],MOON Rx(km)[J2000-EARTH],MOON Ry(km)[J2000-EARTH],MOON Rz(km)[J2000-EARTH],MOON Vx(km/s)[J2000-EARTH],MOON Vy(km/s)[J2000-EARTH],MOON Vz(km/s)[J2000-EARTH],DX (km),DY (km),DZ (km),ThrustX (N),ThrustY (N),ThrustZ (N)
4064.178301,-273433.3407,-79751.55732,-28008.34106,-0.884698556,-0.453014035,-0.256077089,22585.21797,0,0,0,0,0,0,-403021.2959,20988.29627,20135.79238,-0.06867048,-0.849207383,-0.457526714,113.17989999998827,36.235109999994165,20.797529999999824,710.0117482697103,227.30774429930614,130.46891511710345
4065.178301,-273486.4144,-79778.73556,-28023.70475,-0.884424953,-0.452927386,-0.25604602,22585.21797,0,0,0,0,0,0,-403025.4117,20937.34359,20108.34055,-0.068521683,-0.84921524,-0.457534195,113.14960000000428,36.221019999997225,20.791760000000068,709.8597623002,227.23702182607414,130.43994141928536
4066.178301,-273539.4717,-79805.9086,-28039.06658,-0.884151476,-0.452840756,-0.256014952,22585.21797,0,0,0,0,0,0,-403029.5185,20886.39044,20080.88827,-0.068372884,-0.849223078,-0.457541665,113.11940000002505,36.206930000000284,20.785980000000563,709.6473044095367,227.13801889575078,130.3993382163154
4067.178301,-273592.5126,-79833.07645,-28054.42655,-0.883878123,-0.452754145,-0.255983883,22585.21797,0,0,0,0,0,0,-403033.6164,20835.43683,20053.43555,-0.068224084,-0.849230898,-0.457549125,113.08909999998286,36.19284000000334,20.78020000000106,709.4574066419904,227.0496391736358,130.36309145094083
4068.178301,-273645.5371,-79860.2391,-28069.78465,-0.883604895,-0.452667553,-0.255952815,22585.21797,0,0,0,0,0,0,-403037.7054,20784.48274,20025.98238,-0.068075282,-0.849238699,-0.457556576,113.05890000000363,36.178759999995236,20.774429999997665,709.2563856547774,226.95599521361032,130.32469595301777
4069.178301,-273698.5452,-79887.39656,-28085.14089,-0.883331791,-0.452580979,-0.255921747,22585.21797,0,0,0,0,0,0,-403041.7855,20733.52818,19998.52876,-0.06792648,-0.849246482,-0.457564016,113.02860000001965,36.16468000000168,20.7686500000018,709.0856225859382,226.87649587374784,130.2920797614454
4070.178301,-273751.5369,-79914.54882,-28100.49526,-0.883058812,-0.452494425,-0.255890679,22585.21797,0,0,0,0,0,0,-403045.8566,20682.57316,19971.0747,-0.067777675,-0.849254246,-0.457571446,112.99849999998696,36.150600000008126,20.762880000002042,708.8907121547469,226.7855232431607,130.25477462766483
4071.178301,-273804.5123,-79941.69589,-28115.84777,-0.882785957,-0.452407889,-0.255859612,22585.21797,0,0,0,0,0,0,-403049.9188,20631.61767,19943.62019,-0.06762887,-0.849261992,-0.457578867,112.96820000000298,36.136530000003404,20.7570999999989,708.7255891167337,226.70872660100497,130.22324064442935
4072.178301,-273857.4712,-79968.83777,-28131.19841,-0.882513226,-0.452321372,-0.255828544,22585.21797,0,0,0,0,0,0,-403053.9721,20580.66172,19916.16523,-0.067480063,-0.849269719,-0.457586277,112.93809999997029,36.12245999999868,20.751329999999143,708.4891532528537,226.59840722172572,130.17798174971747
4073.178301,-273910.4139,-79995.97445,-28146.54719,-0.88224062,-0.452234874,-0.255797477,22585.21797,0,0,0,0,0,0,-403058.0164,20529.70531,19888.70984,-0.067331254,-0.849277428,-0.457593677,112.90789999999106,36.1084000000119,20.745559999999386,708.3037474344135,226.51193846002036,130.1425060185924
4074.178301,-273963.3401,-80023.10595,-28161.89411,-0.881968137,-0.452148395,-0.25576641,22585.21797,0,0,0,0,0,0,-403062.0518,20478.74843,19861.25399,-0.067182444,-0.849285118,-0.457601068,112.87780000001658,36.094330000007176,20.73978999999963,708.131798641684,226.43163483540627,130.10956422345023
4075.178301,-274016.25,-80050.23226,-28177.23916,-0.881695778,-0.452061934,-0.255735343,22585.21797,0,0,0,0,0,0,-403066.0783,20427.79109,19833.79771,-0.067033633,-0.84929279,-0.457608448,112.84769999998389,36.08026999999129,20.734019999999873,707.9428231038969,226.34343391286265,130.07336451061605
4076.178301,-274069.1436,-80077.35338,-28192.58235,-0.881423544,-0.451975492,-0.255704276,22585.21797,0,0,0,0,0,0,-403070.0959,20376.8333,19806.34098,-0.066884821,-0.849300444,-0.457615818,112.81750000000466,36.066219999993336,20.728250000000116,707.778189412245,226.26672761159298,130.0418575041824
4077.178301,-274122.0209,-80104.46932,-28207.92368,-0.881151432,-0.451889068,-0.255673209,22585.21797,0,0,0,0,0,0,-403074.1045,20325.87504,19778.88381,-0.066736007,-0.849308078,-0.457623179,112.78739999997197,36.052159999992,20.722470000000612,707.6100926537754,226.1882508801854,130.00961459606356
4078.178301,-274174.8818,-80131.58007,-28223.26314,-0.880879445,-0.451802664,-0.255642143,22585.21797,0,0,0,0,0,0,-403078.1042,20274.91633,19751.4262,-0.066587192,-0.849315695,-0.457630529,112.75729999999749,36.038119999997434,20.716700000000856,707.3441328912795,226.06398701093778,129.95859333393665
4079.178301,-274227.7264,-80158.68564,-28238.60073,-0.880607581,-0.451716278,-0.255611076,22585.21797,0,0,0,0,0,0,-403082.0949,20223.95716,19723.96815,-0.066438376,-0.849323293,-0.457637869,112.72730000002775,36.02406999999948,20.710940000000846,707.1329234612771,225.96529776419857,129.918077335001
4080.178301,-274280.5547,-80185.78603,-28253.93647,-0.88033584,-0.45162991,-0.25558001,22585.21797,0,0,0,0,0,0,-403086.0768,20172.99753,19696.50965,-0.066289558,-0.849330872,-0.4576452,112.69719999999506,36.01002000000153,20.70517000000109,706.9782147180647,225.89304451508133,129.88840600489317
4081.178301,-274333.3667,-80212.88123,-28269.27033,-0.880064223,-0.451543561,-0.255548944,22585.21797,0,0,0,0,0,0,-403090.0497,20122.03745,19669.05072,-0.066140739,-0.849338433,-0.45765252,112.66719999996712,35.9959899999958,20.69941000000108,706.8294973313734,225.8235027468379,129.85984574203263
4082.178301,-274386.1624,-80239.97125,-28284.60234,-0.879792729,-0.451457231,-0.255517878,22585.21797,0,0,0,0,0,0,-403094.0137,20071.07692,19641.59135,-0.065991918,-0.849345975,-0.45765983,112.6372000000556,35.98196000000462,20.693639999997686,706.6280936504343,225.7293041942738,129.82111899424436
4083.178301,-274438.9418,-80267.0561,-28299.93248,-0.879521358,-0.451370919,-0.255486813,22585.21797,0,0,0,0,0,0,-403097.9687,20020.11594,19614.13154,-0.065843096,-0.849353499,-0.457667131,112.60720000002766,35.9679199999955,20.687870000001567,706.4416526760116,225.64212901707856,129.78528566384168
4084.178301,-274491.705,-80294.13576,-28315.26076,-0.87925011,-0.451284626,-0.255455747,22585.21797,0,0,0,0,0,0,-403101.9148,19969.1545,19586.6713,-0.065694273,-0.849361005,-0.457674421,112.57709999999497,35.95388999998977,20.682099999998172,706.2380532095663,225.54707222619575,129.7462031988707
4085.178301,-274544.4518,-80321.21025,-28330.58717,-0.878978984,-0.451198351,-0.255424682,22585.21797,0,0,0,0,0,0,-403105.852,19918.19262,19559.21061,-0.065545449,-0.849368492,-0.457681701,112.54720000002999,35.939870000001974,20.6763400000018,706.0614556261619,225.4643789601099,129.71222373844577
4086.178301,-274597.1825,-80348.27957,-28345.91172,-0.878707982,-0.451112095,-0.255393617,22585.21797,0,0,0,0,0,0,-403109.7803,19867.23028,19531.74949,-0.065396623,-0.84937596,-0.457688972,112.5170999999973,35.92583999999624,20.670569999998406,705.895542105387,225.38693550240814,129.68038736423648
4087.178301,-274649.8968,-80375.34371,-28361.2344,-0.878437102,-0.451025857,-0.255362552,22585.21797,0,0,0,0,0,0,-403113.6996,19816.2675,19504.28794,-0.065247796,-0.84938341,-0.457696232,112.48720000003232,35.911819999993895,20.664819999998144,705.6721303839663,225.28227622971175,129.63740643970783
4088.178301,-274702.5949,-80402.40267,-28376.55522,-0.878166345,-0.450939638,-0.255331487,22585.21797,0,0,0,0,0,0,-403117.61,19765.30427,19476.82594,-0.065098968,-0.849390841,-0.457703482,112.45729999995092,35.897810000009486,20.659050000002026,705.4975215541339,225.20052652383777,129.60376763965655
4089.178301,-274755.2768,-80429.45646,-28391.87418,-0.87789571,-0.450853437,-0.255300422,22585.21797,0,0,0,0,0,0,-403121.5115,19714.3406,19449.36352,-0.064950138,-0.849398254,-0.457710723,112.42729999998119,35.88379999999597,20.653290000002016,705.3226868724616,225.11878434629287,129.57015456164814
4090.178301,-274807.9424,-80456.50508,-28407.19127,-0.877625198,-0.450767255,-0.255269358,22585.21797,0,0,0,0,0,0,-403125.404,19663.37648,19421.90066,-0.064801307,-0.849405649,-0.457717953,112.3974000000162,35.86978999999701,20.647530000002007,705.0974997020999,225.01331200573628,129.52678968841184
4091.178301,-274860.5918,-80483.54853,-28422.5065,-0.877354807,-0.450681091,-0.255238293,22585.21797,0,0,0,0,0,0,-403129.2877,19612.41192,19394.43736,-0.064652475,-0.849413025,-0.457725173,112.36749999999302,35.85577999999805,20.641770000001998,705.0112178957345,224.97288195610383,129.51016696798587
4092.178301,-274913.225,-80510.58681,-28437.81987,-0.877084539,-0.450594945,-0.255207229,22585.21797,0,0,0,0,0,0,-403133.1623,19561.44692,19366.97364,-0.064503641,-0.849420382,-0.457732384,112.33760000002803,35.84178000000247,20.63601000000199,704.7714444386478,224.86041258956988,129.46391244158303
4093.178301,-274965.8419,-80537.61993,-28453.13137,-0.876814393,-0.450508818,-0.255176165,22585.21797,0,0,0,0,0,0,-403137.0281,19510.48148,19339.50948,-0.064354806,-0.849427721,-0.457739584,112.30780000000959,35.82777000000351,20.63025000000198,704.5541871890802,224.7585344355217,129.42199427702516
4094.178301,-275018.4427,-80564.64787,-28468.44101,-0.876544369,-0.450422709,-0.255145101,22585.21797,0,0,0,0,0,0,-403140.8849,19459.51559,19312.04489,-0.06420597,-0.849435042,-0.457746774,112.2778999999864,35.81377999999677,20.62449000000197,704.3351168483757,224.65581749156183,129.37971600371088
4095.178301,-275071.0273,-80591.67065,-28483.74878,-0.876274467,-0.450336618,-0.255114038,22585.21797,0,0,0,0,0,0,-403144.7328,19408.54927,19284.57987,-0.064057132,-0.849442344,-0.457753955,112.24809999996796,35.79979000000458,20.618729999998322,704.1891159615174,224.58734789381353,129.35153216114784
4096.178301,-275123.5956,-80618.68827,-28499.05469,-0.876004687,-0.450250546,-0.255082974,22585.21797,0,0,0,0,0,0,-403148.5718,19357.58251,19257.11441,-0.063908293,-0.849449627,-0.457761125,112.21830000000773,35.78578999999445,20.612969999998313,703.9908742108972,224.49428863997366,129.31323515987555
4097.178301,-275176.1478,-80645.70072,-28514.35874,-0.875735028,-0.450164492,-0.255051911,22585.21797,0,0,0,0,0,0,-403152.4018,19306.61532,19229.64853,-0.063759453,-0.849456892,-0.457768285,112.1885000000475,35.771810000005644,20.607210000001942,703.7908319164876,224.40039749730164,129.27459498877178
4098.178301,-275228.6838,-80672.70801,-28529.66092,-0.875465491,-0.450078456,-0.255020848,22585.21797,0,0,0,0,0,0,-403156.2229,19255.64769,19202.18222,-0.063610612,-0.849464139,-0.457775436,112.15870000002906,35.7578199999989,20.60146000000168,703.585212327917,224.30390278089737,129.2348719819363
4099.178301,-275281.2037,-80699.71013,-28544.96124,-0.875196075,-0.449992438,-0.254989785,22585.21797,0,0,0,0,0,0,-403160.0351,19204.67962,19174.71548,-0.063461769,-0.849471367,-0.457782576,112.12890000001062,35.74384999999893,20.595699999998033,703.4412880263484,224.23639995595667,129.2070532670584
4100.178301,-275333.7074,-80726.7071,-28560.2597,-0.874926781,-0.449906439,-0.254958722,22585.21797,0,0,0,0,0,0,-403163.8383,19153.71112,19147.24831,-0.063312925,-0.849478576,-0.457789706,112.09909999999218,35.72986999999557,20.58994000000166,703.1873799868773,224.11713557561148,129.1579442200478
4101.178301,-275386.1949,-80753.69891,-28575.55629,-0.874657607,-0.449820457,-0.254927659,22585.21797,0,0,0,0,0,0,-403167.6326,19102.74219,19119.78071,-0.06316408,-0.849485767,-0.457796827,112.06939999997849,35.715889999992214,20.58418999999776,703.049214915931,224.05224510755093,129.13122151562254
4102.178301,-275438.6663,-80780.68556,-28590.85102,-0.874388555,-0.449734494,-0.254896597,22585.21797,0,0,0,0,0,0,-403171.418,19051.77283,19092.31269,-0.063015233,-0.84949294,-0.457803937,112.03960000001825,35.701920000006794,20.57843000000139,702.8755032215242,223.97074823065086,129.09763102284316
4103.178301,-275491.1215,-80807.66705,-28606.14388,-0.874119624,-0.449648549,-0.254865534,22585.21797,0,0,0,0,0,0,-403175.1945,19000.80304,19064.84424,-0.062866385,-0.849500094,-0.457811037,112.00990000000456,35.687959999995655,20.572680000001128,702.6647266748503,223.87177353180203,129.056859058103
4104.178301,-275543.5607,-80834.64338,-28621.43488,-0.873850814,-0.449562622,-0.254834472,22585.21797,0,0,0,0,0,0,-403178.962,18949.83282,19037.37537,-0.062717536,-0.84950723,-0.457818127,111.98010000004433,35.67399999999907,20.566930000000866,702.4930539237198,223.79119888460568,129.02365816031534
4105.178301,-275595.9836,-80861.61456,-28636.72402,-0.873582125,-0.449476714,-0.25480341,22585.21797,0,0,0,0,0,0,-403182.7206,18898.86217,19009.90607,-0.062568686,-0.849514347,-0.457825208,111.95050000003539,35.66004000000248,20.56116999999722,702.335001313603,223.71675612409163,128.99295857541216
4106.178301,-275648.3905,-80888.58059,-28652.01129,-0.873313556,-0.449390823,-0.254772348,22585.21797,0,0,0,0,0,0,-403186.4702,18847.8911,18982.43634,-0.062419834,-0.849521445,-0.457832278,111.9208000000217,35.646080000005895,20.555420000000595,702.1171229704898,223.61430643856642,128.95074554830225
4107.178301,-275700.7813,-80915.54146,-28667.2967,-0.873045108,-0.449304951,-0.254741286,22585.21797,0,0,0,0,0,0,-403190.2109,18796.9196,18954.96619,-0.062270981,-0.849528525,-0.457839338,111.89110000000801,35.632130000012694,20.549670000000333,701.9476836462729,223.5346602947666,128.91792859922433
4108.178301,-275753.1559,-80942.49718,-28682.58024,-0.872776781,-0.449219096,-0.254710225,22585.21797,0,0,0,0,0,0,-403193.9427,18745.94768,18927.49562,-0.062122127,-0.849535587,-0.457846389,111.86149999999907,35.61817999999039,20.54392999999982,701.7673281333775,223.44976810666012,128.88296103550118
4109.178301,-275805.5145,-80969.44775,-28697.86193,-0.872508574,-0.449133259,-0.254679163,22585.21797,0,0,0,0,0,0,-403197.6656,18694.97533,18900.02463,-0.061973272,-0.84954263,-0.457853429,111.83179999998538,35.60422999999719,20.53816999999981,701.570083896372,223.3570137533113,128.84470544046238
4110.178301,-275857.857,-80996.39317,-28713.14174,-0.872240488,-0.449047441,-0.254648102,22585.21797,0,0,0,0,0,0,-403201.3795,18644.00256,18872.55321,-0.061824415,-0.849549655,-0.457860459,111.80219999997644,35.59029000000737,20.532429999999295,701.3712963362258,223.26341684586927,128.8061286334371
4111.178301,-275910.1833,-81023.33345,-28728.4197,-0.871972521,-0.44896164,-0.254617041,22585.21797,0,0,0,0,0,0,-403205.0845,18593.02937,18845.08137,-0.061675557,-0.849556661,-0.457867479,111.7726000000257,35.57633999999962,20.526670000002923,701.2040778919944,223.1846822665323,128.77363979739593
4112.178301,-275962.4937,-81050.26857,-28743.69579,-0.871704675,-0.448875858,-0.25458598,22585.21797,0,0,0,0,0,0,-403208.7806,18542.05576,18817.60911,-0.061526698,-0.849563648,-0.45787449,111.74290000001201,35.562409999998636,20.52092999999877,701.0087784932479,223.09289092174933,128.73578822679875
4113.178301,-276014.7879,-81077.19855,-28758.97002,-0.871436949,-0.448790093,-0.254554919,22585.21797,0,0,0,0,0,0,-403212.4677,18491.08173,18790.13643,-0.061377837,-0.849570617,-0.45788149,111.71340000000782,35.54846999999427,20.51516999999876,700.8252861445608,223.00633244649336,128.70005402040218
4114.178301,-276067.0661,-81104.12338,-28774.24238,-0.871169343,-0.448704347,-0.254523858,22585.21797,0,0,0,0,0,0,-403216.1459,18440.10729,18762.66333,-0.061228976,-0.849577568,-0.45788848,111.68379999999888,35.534539999993285,20.509430000001885,700.632345646342,222.91544827464259,128.66257259645886
4115.178301,-276119.3282,-81131.04307,-28789.51288,-0.870901857,-0.448618618,-0.254492798,22585.21797,0,0,0,0,0,0,-403219.8152,18389.13243,18735.18982,-0.061080113,-0.8495845,-0.45789546,111.65429999999469,35.52061999999569,20.503680000001623,700.4693431093219,222.83858199475813,128.63083534627364
4116.178301,-276171.5743,-81157.95762,-28804.78152,-0.87063449,-0.448532907,-0.254461738,22585.21797,0,0,0,0,0,0,-403223.4756,18338.15715,18707.71588,-0.060931249,-0.849591414,-0.457902431,111.62470000004396,35.506689999994705,20.49793000000136,700.2579517428765,222.73898557508394,128.5897315043002
4117.178301,-276223.8044,-81184.86702,-28820.04829,-0.870367243,-0.448447214,-0.254430677,22585.21797,0,0,0,0,0,0,-403227.127,18287.18146,18680.24152,-0.060782383,-0.849598309,-0.457909391,111.59519999998156,35.49276999999711,20.492190000000846,700.0968564018646,222.66300074606733,128.5583932596299
4118.178301,-276276.0184,-81211.77128,-28835.3132,-0.870100116,-0.448361539,-0.254399617,22585.21797,0,0,0,0,0,0,-403230.7694,18236.20535,18652.76675,-0.060633516,-0.849605186,-0.457916341,111.56569999997737,35.47884999999951,20.486450000000332,699.9025106012517,222.57130601584058,128.520578703706
4119.178301,-276328.2164,-81238.67041,-28850.57624,-0.869833108,-0.448275881,-0.254368557,22585.21797,0,0,0,0,0,0,-403234.403,18185.22884,18625.29156,-0.060484648,-0.849612044,-0.457923281,111.53620000003139,35.46492999998736,20.480709999999817,699.7192942942365,222.48487113192246,128.48492417293426
4120.178301,-276380.3984,-81265.56439,-28865.83742,-0.869566219,-0.448190242,-0.254337498,22585.21797,0,0,0,0,0,0,-403238.0276,18134.25191,18597.81596,-0.060335779,-0.849618883,-0.457930212,111.50669999996899,35.4510200000077,20.474969999999303,699.519446483369,222.39062740896648,128.44601548867382
4121.178301,-276432.5643,-81292.45323,-28881.09674,-0.86929945,-0.44810462,-0.254306438,22585.21797,0,0,0,0,0,0,-403241.6433,18083.27457,18570.33994,-0.060186909,-0.849625705,-0.457937132,111.4771999999648,35.437120000002324,20.46921999999904,699.3067752878483,222.29031390861633,128.4045458916442
4122.178301,-276484.7143,-81319.33694,-28896.3542,-0.869032799,-0.448019016,-0.254275379,22585.21797,0,0,0,0,0,0,-403245.25,18032.29682,18542.8635,-0.060038037,-0.849632507,-0.457944042,111.44780000002356,35.42321000000811,20.46346999999878,699.1590742361527,222.22051491986198,128.3756989219938
4123.178301,-276536.8483,-81346.21552,-28911.60979,-0.868766268,-0.44793343,-0.254244319,22585.21797,0,0,0,0,0,0,-403248.8478,17981.31867,18515.38665,-0.059889164,-0.849639291,-0.457950942,111.41829999996116,35.40931000000273,20.457730000001902,698.9777776723984,222.1350486908509,128.34041140102968
4124.178301,-276588.9663,-81373.08896,-28926.86351,-0.868499856,-0.447847861,-0.25421326,22585.21797,0,0,0,0,0,0,-403252.4367,17930.34011,18487.90939,-0.05974029,-0.849646057,-0.457957833,111.38880000001518,35.39541000001191,20.452000000001135,698.822416467624,222.06180733847177,128.31019049728272
4125.178301,-276641.0683,-81399.95726,-28942.11538,-0.868233563,-0.44776231,-0.254182201,22585.21797,0,0,0,0,0,0,-403256.0167,17879.36114,18460.43171,-0.059591415,-0.849652804,-0.457964713,111.35940000001574,35.381520000009914,20.446250000000873,698.6305048516462,221.97117160400418,128.27270279965308
4126.178301,-276693.1543,-81426.82043,-28957.36538,-0.867967388,-0.447676777,-0.254151142,22585.21797,0,0,0,0,0,0,-403259.5877,17828.38177,18432.95363,-0.059442539,-0.849659533,-0.457971583,111.3300000000163,35.36762999999337,20.44051000000036,698.4644846785429,221.89274067035225,128.2402967760675
4127.178301,-276745.2244,-81453.67847,-28972.61351,-0.867701332,-0.447591262,-0.254120083,22585.21797,0,0,0,0,0,0,-403263.1498,17777.402,18405.47512,-0.059293661,-0.849666243,-0.457978443,111.30060000001686,35.35374000000593,20.43477999999959,698.1952688801556,221.76551500069803,128.18775289383152
4128.178301,-276797.2785,-81480.53138,-28987.85979,-0.867435395,-0.447505764,-0.254089025,22585.21797,0,0,0,0,0,0,-403266.7029,17726.42182,18377.99621,-0.059144782,-0.849672935,-0.457985293,111.27119999995921,35.339850000003935,20.429040000002715,698.0238847176869,221.68447861126737,128.15428661973735
4129.178301,-276849.3166,-81507.37917,-29003.1042,-0.867169576,-0.447420284,-0.254057966,22585.21797,0,0,0,0,0,0,-403270.2472,17675.44125,18350.51689,-0.058995902,-0.849679608,-0.457992133,111.24189999996452,35.32596000000194,20.423299999998562,697.8620490836142,221.6078137162173,128.12261022415336
4130.178301,-276901.3388,-81534.22182,-29018.34674,-0.866903875,-0.447334821,-0.254026908,22585.21797,0,0,0,0,0,0,-403273.7824,17624.46027,18323.03716,-0.058847021,-0.849686263,-0.457998964,111.21259999996983,35.31207999998878,20.417569999997795,697.7038459054875,221.53293179863252,128.09166659343137
4131.178301,-276953.3451,-81561.05934,-29033.58743,-0.866638293,-0.447249376,-0.25399585,22585.21797,0,0,0,0,0,0,-403277.3088,17573.4789,18295.55701,-0.058698138,-0.849692899,-0.458005784,111.18320000002859,35.29820999999356,20.41182000000117,697.4938786626857,221.4337187003041,128.0506016482358
4132.178301,-277005.3354,-81587.89174,-29048.82625,-0.866372829,-0.447163949,-0.253964792,22585.21797,0,0,0,0,0,0,-403280.8262,17522.49712,18268.07646,-0.058549254,-0.849699516,-0.458012594,111.1539000000339,35.28433999999834,20.406090000000404,697.3522818934092,221.36671463227938,128.02290903416718
4133.178301,-277057.3098,-81614.71902,-29064.0632,-0.866107483,-0.447078539,-0.253933734,22585.21797,0,0,0,0,0,0,-403284.3347,17471.51495,18240.5955,-0.058400369,-0.849706116,-0.458019394,111.12460000003921,35.270470000003115,20.400359999999637,697.1849944386403,221.28753023072758,127.99018744489514
4134.178301,-277109.2683,-81641.54117,-29079.29829,-0.865842255,-0.446993146,-0.253902676,22585.21797,0,0,0,0,0,0,-403287.8343,17420.53239,18213.11414,-0.058251483,-0.849712696,-0.458026184,111.09529999998631,35.25660000000789,20.39462000000276,696.9239908765006,221.1639777958148,127.93910407341194
4135.178301,-277161.2109,-81668.3582,-29094.53152,-0.865577145,-0.446907771,-0.253871619,22585.21797,0,0,0,0,0,0,-403291.3249,17369.54943,18185.63236,-0.058102596,-0.849719259,-0.458032964,111.06599999999162,35.24272999999812,20.388889999998355,696.7494385098473,221.08134412955138,127.9049194639105
4136.178301,-277213.1376,-81695.1701,-29109.76289,-0.865312153,-0.446822414,-0.253840561,22585.21797,0,0,0,0,0,0,-403294.8066,17318.56608,18158.15018,-0.057953707,-0.849725802,-0.458039735,111.03669999999693,35.228879999995115,20.38314999999784,696.6025593089627,221.011813026547,127.87612393836619
4137.178301,-277265.0483,-81721.97689,-29124.99239,-0.865047278,-0.446737074,-0.253809504,22585.21797,0,0,0,0,0,0,-403298.2793,17267.58234,18130.66759,-0.057804818,-0.849732327,-0.458046495,111.00759999995353,35.215019999988726,20.37742000000071,696.3773721383526,220.9048845667876,127.83189455318558
4138.178301,-277316.9432,-81748.77855,-29140.22003,-0.864782521,-0.446651751,-0.253778446,22585.21797,0,0,0,0,0,0,-403301.7432,17216.5982,18103.1846,-0.057655927,-0.849738834,-0.458053245,110.97830000001704,35.201170000000275,20.371689999999944,696.2231590155499,220.83188098656814,127.801698116757
4139.178301,-277368.8222,-81775.5751,-29155.4458,-0.864517882,-0.446566446,-0.253747389,22585.21797,0,0,0,0,0,0,-403305.198,17165.61368,18075.7012,-0.057507035,-0.849745322,-0.458059985,110.9491000000271,35.187309999993886,20.365959999999177,696.0214228297194,220.73625893788568,127.7621407348457
4140.178301,-277420.6854,-81802.36653,-29170.66972,-0.86425336,-0.446481159,-0.253716332,22585.21797,0,0,0,0,0,0,-403308.644,17114.62876,18048.2174,-0.057358141,-0.849751792,-0.458066715,110.9197999999742,35.173460000005434,20.360219999998662,695.8543235849886,220.6571993824266,127.72940095193039
4141.178301,-277472.5327,-81829.15284,-29185.89176,-0.863988955,-0.446395888,-0.253685276,22585.21797,0,0,0,0,0,0,-403312.081,17063.64346,18020.7332,-0.057209247,-0.849758243,-0.458073435,110.89060000004247,35.159620000005816,20.35450000000128,695.7279279222598,220.59728268125795,127.7046193215201
4142.178301,-277524.3641,-81855.93403,-29201.11195,-0.863724668,-0.446310635,-0.253654219,22585.21797,0,0,0,0,0,0,-403315.5091,17012.65777,17993.24859,-0.057060351,-0.849764676,-0.458080145,110.86139999999432,35.145779999991646,20.348760000000766,695.4791141042748,220.47919837857054,127.65571605094449
4143.178301,-277576.1796,-81882.71011,-29216.33027,-0.863460497,-0.4462254,-0.253623162,22585.21797,0,0,0,0,0,0,-403318.9283,16961.6717,17965.76358,-0.056911454,-0.84977109,-0.458086845,110.83230000000913,35.13194000000658,20.34303,695.2432491445028,220.36720957524835,127.60932601323358
4144.178301,-277627.9793,-81909.48108,-29231.54673,-0.863196444,-0.446140182,-0.253592106,22585.21797,0,0,0,0,0,0,-403322.3385,16910.68524,17938.27817,-0.056762556,-0.849777486,-0.458093535,110.80319999996573,35.118109999995795,20.33730000000287,695.0989233278851,220.29865277343453,127.58093137531455
4145.178301,-277679.7632,-81936.24694,-29246.76132,-0.862932508,-0.446054981,-0.25356105,22585.21797,0,0,0,0,0,0,-403325.7398,16859.6984,17910.79236,-0.056613657,-0.849783863,-0.458100215,110.774000000034,35.10426999999618,20.331579999998212,694.9287374370083,220.21792191180202,127.54754038526653
4146.178301,-277731.5312,-81963.00768,-29261.97405,-0.862668688,-0.445969797,-0.253529994,22585.21797,0,0,0,0,0,0,-403329.1321,16808.71118,17883.30614,-0.056464757,-0.849790222,-0.458106886,110.7448999999906,35.090439999999944,20.325850000001083,694.7625416009993,220.13897277294038,127.51484451805901
4147.178301,-277783.2834,-81989.76331,-29277.18492,-0.862404985,-0.445884631,-0.253498938,22585.21797,0,0,0,0,0,0,-403332.5155,16757.72358,17855.81953,-0.056315855,-0.849796562,-0.458113546,110.7158000000054,35.0766200000071,20.320130000000063,694.5927509512181,220.05833162483202,127.4814397259485
4148.178301,-277835.0198,-82016.51383,-29292.39393,-0.862141399,-0.445799481,-0.253467882,22585.21797,0,0,0,0,0,0,-403335.89,16706.73559,17828.33252,-0.056166953,-0.849802884,-0.458120196,110.686699999962,35.0627999999997,20.314390000003186,694.3718486983098,219.9534207778571,127.43792804880002
4149.178301,-277886.7404,-82043.25925,-29307.60107,-0.861877929,-0.445714349,-0.253436826,22585.21797,0,0,0,0,0,0,-403339.2556,16655.74723,17800.84511,-0.056018049,-0.849809187,-0.458126836,110.65759999997681,35.0489799999923,20.30866999999853,694.227629534276,219.8849285948796,127.40955599608446
4150.178301,-277938.4452,-82069.99956,-29322.80635,-0.861614576,-0.445629235,-0.25340577,22585.21797,0,0,0,0,0,0,-403342.6122,16604.75849,17773.3573,-0.055869144,-0.849815472,-0.458133466,110.62849999999162,35.03515999999945,20.3029400000014,694.0086093831115,219.78090547248925,127.36645148022589
4151.178301,-277990.1342,-82096.73476,-29338.00976,-0.861351339,-0.445544137,-0.253374715,22585.21797,0,0,0,0,0,0,-403345.9599,16553.76937,17745.86909,-0.055720238,-0.849821738,-0.458140086,110.59940000000643,35.02134999999544,20.29722000000038,693.8353368456577,219.69859176348194,127.33235031056087
